time;direction;foc_core.angle_rad;foc_core.duty_cycles.a;foc_core.duty_cycles.b;foc_core.duty_cycles.c;foc_core.i_abc.a;foc_core.i_abc.b;foc_core.i_abc.c;foc_core.i_dq.d;foc_core.i_dq.q;foc_core.id_target;foc_core.iq_target;foc_core.speed_measured;foc_core.speed_target;foc_core.v_dq.d;foc_core.v_dq.q;hall_debug.combined_state;hall_debug.h1;hall_debug.h2;hall_debug.h3;
2,958;-1;4,189338684082031;0,757959246635437;0,24443623423576355;0,38966894149780273;0,04193619638681412;-0,029100673273205757;-0,05796368047595024;0,008495420217514038;0,1283721923828125;0;-0,4111090898513794;1056,125732421875;1000;-0,3689250349998474;6,630861759185791;3;0;1;1;
2,961;-1;4,743622779846191;0,7174681425094604;0,45931267738342285;0,28318658471107483;0,486770898103714;-0,2611883580684662;-0,1482200026512146;0,057114407420158386;0,4898822605609894;0;1,1173855066299438;1281,71533203125;1000;-0,47696563601493835;4,833383560180664;3;0;1;1;
2,964;-1;5,42512845993042;0,73868328332901;0,6960631012916565;0,2610183656215668;0,1386393904685974;0,022474365308880806;-0,1869012713432312;-0,07272966206073761;0,19170671701431274;0;0,19181835651397705;965,7557983398438;1000;-0,4846729040145874;7,59397029876709;2;0;1;0;
2,967;-1;5,97222900390625;0,5058611631393433;0,7187402844429016;0,2763214409351349;-0,048320118337869644;0,02892124466598034;-0,025729283690452576;-0,051124535501003265;-0,05795038491487503;0;-0,8549872636795044;1195,3912353515625;1000;-0,5016101598739624;5,277490139007568;6;1;1;0;
2,969;-1;0,2755771279335022;0,2638806700706482;0,7458733916282654;0,2744263708591461;-0,09344828128814697;0,33837148547172546;-0,39320144057273865;-0,025665737688541412;0,3616814911365509;0;0,7376274466514587;912,755126953125;1000;-0,634010910987854;7,207113742828369;6;1;1;0;
2,972;-1;0,8968222737312317;0,2783796787261963;0,7216203808784485;0,5535598397254944;0,08706435561180115;0,022474365308880806;-0,019282402470707893;-0,1272190511226654;0,03617914766073227;0;-0,7830173373222351;1119,9993896484375;1000;-0,6333879828453064;6,265396595001221;4;1;0;0;
2,975;-1;1,4355241060256958;0,24136319756507874;0,7038516402244568;0,7750662565231323;-0,30619531869888306;0,14496508240699768;0,025845766067504883;-0,03479637950658798;0,27011245489120483;0;0,7976416349411011;858,0921020507812;1000;-0,8957898616790771;7,624650955200195;4;1;0;0;
2,977;-1;2,038560152053833;0,2645770013332367;0,40001562237739563;0,7476695775985718;0,04838307574391365;-0,1258038729429245;0,167677104473114;-0,010320290923118591;0,0236860029399395;0;-0,17718935012817383;1072,42138671875;1000;-0,46693646907806396;6,246206760406494;5;1;0;1;
2,98;-1;2,594557285308838;0,3783370554447174;0,31460410356521606;0,6832215785980225;-0,16436395049095154;-0,3385508954524994;0,5480430126190186;-0,1285288780927658;0,6115764379501343;0;1,3069918155670166;795,4237670898438;1000;-0,2611635625362396;8,06003189086914;5;1;0;1;
2,983;-1;3,15368914604187;0,6087900400161743;0,2616584300994873;0,7413742542266846;0,009701798669993877;-0,10001635551452637;0,1289958357810974;-0,027723923325538635;0,08102072775363922;0;-0,2158782184123993;1027,8331298828125;1000;-0,40227293968200684;7,04018497467041;1;0;0;1;
